genesymbols	troph	ring	schiz	F	M
PF3D7_0107800	275.700718936651	84.8576893208002	43.3210518273552	171.835459481126	84.0115945740008
PF3D7_0107900	11.0448468202948	4.12168321158769	55.2070382101474	1	1
PF3D7_0108000	444.754621714189	84.7947333728642	39.2632455087051	62.9152254082287	14.946417862572
PF3D7_0108100	283.330460951199	81.4535126343416	26.2295607364106	100.863822839376	41.6272852847973
PF3D7_0108400	450.13847206429	3035.28963441406	59.9482430501591	366.431193051853	144.307860908122
PF3D7_0108600	639.555824002768	49.5343770006215	215.527413981315	179.398132385197	452.451226687379
PF3D7_0108800	161.841328769469	92.6115018299791	17.0315824024843	197.875095561221	61.1829561868079
PF3D7_0109000	1.92520803302623	9.35421888053467	183.148342567507	10.2471865434941	29.6229498812148
PF3D7_0109200	229.042290500567	132.016072088067	17.4121666093903	21.6349865914988	71.1262272089762
PF3D7_0109400	318.328646461901	25.5760787792317	30.3376118040839	240.005556258153	454.586993103345
PF3D7_0109500	58.330613878203	99.1068368133581	9.99357388735868	19.0822016888776	1
PF3D7_0109600	175.912780378013	73.0691693665969	1	56.6572007891118	1
PF3D7_0109700	584.082153743417	1606.23004271447	1046.35372309529	304.633495040725	422.880348285091
PF3D7_0109800	877.86867519696	1969.91285815619	809.313167388455	215.810928668755	157.786265347483
PF3D7_0109850	120.657914606885	17.821691798727	433.141587451717	187.833324419909	1
PF3D7_0109950	21.5264886017045	1	16.3709398379733	13.1290040874744	1
PF3D7_0110000	6.6792772022704	6.50539528738163	4.40732916503399	1177.31468498225	1
PF3D7_0110100	1481.12922601904	286.189916959322	1003.11635581072	618.072249953625	79.6782061369001
PF3D7_0110200	283.784132707882	59.4913817656404	129.422594626785	221.148910192882	57.4551625186155
PF3D7_0110400	496.093851827029	949.957461317193	55.0722293638547	195.374519276491	14.8031940591053
PF3D7_0110600	1281.79687018726	1150.44207277549	2248.38667278899	627.837928021594	575.817171564684
PF3D7_0110800	309.75329082475	561.384087403665	201.257183006663	312.545044175909	46.147745998781
PF3D7_0110900	181.133289203803	84.0426079916135	9.09827061077988	14.0123617436565	14.946417862572
PF3D7_0111200	72.5152215281708	8.43619620616805	4.49377074238848	62.1229557438442	47.8867216804201
PF3D7_0111300	441.796256686093	484.96064337841	54.7703338052896	170.30003127879	3129.94558868723
PF3D7_0111500	638.242149372177	681.204484403364	66.3060105665784	189.328394020676	382.693055236214
PF3D7_0111600	546.373297334448	182.255434502188	41.8904951796803	159.817753115303	56.1880605133102
PF3D7_0111700	125.084005223563	61.6612658177363	8.34807683419002	32.482426223889	1
PF3D7_0111800	1186.98665183628	636.341717620864	118.906398071947	1088.60702147105	85.1935081606569
PF3D7_0111900	154.727962228223	17.835007556412	17.2452262346867	301.88200050786	70.8659394358333
PF3D7_0112000	452.425253792193	109.489372712582	19.3812402347462	111.574828485641	174.56198184086
PF3D7_0112100	3.09466654749732	1	1	60.5648119172893	35.0634260993971
PF3D7_0202700	141.452775789	3.91236445846483	86.4725551893333	146.710413950509	1
PF3D7_0202800	425.02963774117	54.5753811915185	30.2491069651986	290.230889458737	351.745343669443
PF3D7_0203300	28.109086373632	5.96524329692155	20.2221097515006	29.8070209878841	23.5738729993905
PF3D7_0203400	276.774247299821	19.8442654676524	36.7789302072408	1300.08881575203	3550.83344902456
PF3D7_0203600	237.464899390817	25.4985491152261	6.75601594919807	141.645407066604	706.46652705034
PF3D7_0203700	154.313717701554	1056.00589605662	41.9303897550331	40.5741795539535	23.5738729993905
PF3D7_0203800	38.8456797701665	1	16.8812000084706	1814.62784681988	72.3200203144158
PF3D7_0204100	219.89484331537	282.155818886209	288.195358888288	136.404779167107	482.070579423666
PF3D7_0204200	300.55519288427	436.168506621197	425.347376565858	827.977428076025	44.9483167794673
PF3D7_0204300	105.956032785469	62.6710577174916	39.5253517488278	196.271756894685	572.744749147135
PF3D7_0204400	2.69940228480294	1	1	10.637439525067	61.1829561868079
PF3D7_0204500	358.677590132444	926.044355809604	89.2555240981968	194.718937558894	81.2666736629146
PF3D7_0204600	795.732641586286	238.368928309502	643.032430397947	434.378722354333	1004.36925141592
PF3D7_0204700	49.6552634005439	17.3578041570975	26.729954006535	1	1
PF3D7_0204800	83.9090938485578	26.1907294831567	11.0587284370394	466.796722365298	96.1691650019243
PF3D7_0204900	245.34058772411	43.2367767877837	16.2309608115743	89.1395035843241	20.1898063748537
PF3D7_0205200	1.89592087226856	1	1	1	902.981914459422
PF3D7_0205400	632.294916023034	230.956435341134	48.8760520999449	80.6390085429457	94.9923523479382
PF3D7_0205600	465.029666055519	77.3765391793813	256.776634600906	263.172788471244	1970.10215796685
PF3D7_0205700	921.221411784155	211.34003340118	172.544761182191	398.087947338866	568.091057700425
PF3D7_0205800	225.5835299192	5.99050115215787	81.0044478912218	1349.94075823755	123.69880046678
PF3D7_0205900	890.256915722596	288.246585315828	136.847449775113	347.640038481288	177.830523058923
PF3D7_0206000	1620.10432613043	409.512147622426	451.827585251416	601.427892117872	1786.70354847438
PF3D7_0206100	369.005749561372	63.8684885286104	421.62937509494	283.176683117604	144.755100555616
PF3D7_0206200	8.30889486660433	1	19.7330569987709	19.0822016888776	25.0015360983103
PF3D7_0206600	38.5229729021934	107.891366903904	2.99814172819278	45.0522663196704	31.6927350296185
PF3D7_0206700	50.2128036481067	240.933429286083	7.91279082769126	19.5870453248294	71.1262272089762
PF3D7_0207100	492.974666152601	294.834818428053	8699.50573331398	649.121653875601	1009.6844696687
PF3D7_0207200	114.589367125284	57.7390053932414	12.7216243496795	72.3429382782113	1
PF3D7_0208100	342.664457092902	39.0383617827012	23.530677121051	22.5317079368785	232.318282857325
PF3D7_0208200	192.01584666975	2140.65905554578	89.8726464045373	144.297099753115	468.316375345936
PF3D7_0208300	362.475886654419	604.528035385481	278.993696226459	76.2454435169053	482.64355955811
PF3D7_0208400	276.992735930646	102.015383642555	58.9007016435657	419.757359058137	106.719040390797
PF3D7_0208500	32.102875919189	1	3.91328604098993	1	16.2160681679854
PF3D7_0208700	391.364971169961	193.964793806604	26.606298991627	177.018503384113	20.1898063748537
PF3D7_0208800	336.028105580253	230.060483548464	23.7278938468261	322.556698997666	1
PF3D7_0209000	167.962494558787	21.4783297668867	64.0221153796895	73.2260054891764	3654.75194150876
PF3D7_0209100	685.648962945294	494.370232665433	387.134683651858	252.608326647493	98.0300853759241
PF3D7_0209200	78.9626975075395	30.5766639699356	5.65332341273609	11.2140872691616	1
PF3D7_0209300	45.0158489518721	39.3459859034212	5.10981423639651	27.024723487313	1
PF3D7_0209400	157.112247992412	17.5482518823209	13.0351079757401	68.303055844127	1
PF3D7_0209600	891.634978453941	33.6073411461554	2111.91751174553	257.58710354379	203.679531304034
PF3D7_0209800	2248.91738754287	3086.97943179522	193.852012158879	219.948649765214	341.830889502962
PF3D7_0210000	21.946208078748	5.67861785684839	4.60120280173578	23.0517176728003	1
PF3D7_0210100	2155.79895683847	5023.85851596459	406.5758229034	684.686492671043	376.440275117099
PF3D7_0210200	671.773621998027	81.9602254089097	82.7716160449833	257.930431238015	3196.28073280433
PF3D7_0210400	80.0952315775691	1	11.4141698014507	11.6790828803622	227.663102571663
PF3D7_0210500	737.644796100895	909.275832854284	2106.9747991205	425.607840360118	543.021410480129
PF3D7_0210800	76.3301151600209	24.2635906974599	25.7764831775446	32.2293158967755	37.0348029606415
PF3D7_0210900	204.126745794696	706.838452972965	60.756948626633	171.79895222873	160.496322843467
PF3D7_0211100	60.6401668029793	50.6619990187535	2.6073940124573	23.0543931350894	90.11067545892
PF3D7_0211200	44.9783557148796	3.60999624120819	14.3296624156649	23.5436095301472	105.326743626905
PF3D7_0211300	156.982029776465	33.3243890071731	10.9002483826141	60.2379513178712	12.2397437338429
PF3D7_0211400	30.78560113788	1	36.3886471276164	89.5277618479621	44.9483167794673
PF3D7_0211500	1026.35715644358	133.058250548115	1854.36311836887	616.051167553306	5336.57029297051
PF3D7_0211600	59.3788170139966	9.22368421052632	10.0739984574203	1	1
PF3D7_0211700	957.399241551572	3192.14490151712	277.030832238756	296.117013263878	416.774374769741
PF3D7_0211900	237.845385940029	19.4730214819822	183.594162883595	360.152761232875	63.9350563656472
PF3D7_0212000	203.651396108179	11.20031790049	76.0877918212462	200.001272461872	87.4284078521851
PF3D7_0212300	1276.24023977712	1757.31753400985	184.292915545239	309.647458662495	200.145467377949
PF3D7_0212400	255.660451270707	197.701581429818	472.457897262395	135.429603112723	1923.29344772336
PF3D7_0212600	13.4334687968332	60.7613318574322	2209.75446689007	119.721407615891	53.7092557453089
PF3D7_0212700	395.68848249148	38.0101746857234	31.3631188009954	75.3893364290373	84.3541718763024
PF3D7_0212900	479.074855002812	184.371384879492	72.4659586695632	149.567865826015	160.997354660855
PF3D7_0213000	40.2208001000364	9.21188521872593	35.1258946635345	23.3522205249917	1
PF3D7_0213400	246.423817839269	25.0076095374367	14.8486876811479	943.644929086411	31.4295501086965
PF3D7_0213500	479.634364129681	171.567554579306	177.75350715727	139.162076713466	137.128099258713
PF3D7_0213700	209.257237095726	273.59045618321	107.161102662378	49.0513762664384	1
PF3D7_0213800	17.9621102642646	5.2999656002752	33.5911400177555	757.371061326137	25.0015360983103
PF3D7_0214000	1896.9190535353	881.157470092898	687.942726540009	530.823282655373	862.480350885994
PF3D7_0214100	587.567282719058	603.114753415121	366.268945757935	136.177802877826	51.1244446266802
PF3D7_0214200	336.567509833319	33.3577023837755	34.7562635682392	97.206042755071	106.567756746375
PF3D7_0214400	1035.37579761596	6709.35091926593	154.077809168109	522.543501050304	148.142225528793
PF3D7_0214500	36.946133497601	188.401815255733	2.77534752427788	14.4330964630657	1
PF3D7_0214700	13.3153250945141	41.2640203236749	3474.09669866477	431.956899948714	64.9489994791517
PF3D7_0214800	156.571670217611	384.058585046849	780.648414346627	111.608925592551	216.997622424963
PF3D7_0215100	387.720027672281	42.1506641922519	188.726849592599	190.117309826764	118.707491736821
PF3D7_0215200	53.0504019701378	29.7289018521488	20.8768441967625	2715.78597905843	100.45062980224
PF3D7_0215400	462.326972719374	119.178373947241	1270.33638553203	723.582940449561	160.162764630584
PF3D7_0215800	558.261110288918	23.4991594092143	72.1962346672531	402.507532249236	1631.65791864631
PF3D7_0215900	27.5666657791038	23.8595692732699	191.25060267819	85.4558619760081	18.2872800193618
PF3D7_0216000	126.761086159055	43.8699736221552	69.3345172923241	6937.28264769363	1093.79271513668
PF3D7_0216100	114.159184961395	70.4676931597803	9.78067657549191	29.4228595575961	84.9985104896897
PF3D7_0216200	178.90218842741	103.300821725747	26.764079396119	10.977650063857	1
PF3D7_0216300	278.748585897402	151.786317059077	41.6645258233017	206.663793478456	580.028451974073
PF3D7_0216400	261.231068551163	84.0453376035377	15.8246914133018	74.535433959289	49.8282369647828
PF3D7_0216600	1428.03873739468	822.007096999117	3398.9625010245	942.906544013095	750.077477551455
PF3D7_0216700	303.2313699479	1138.00658415306	7447.80847298583	51.5622639198301	376.743687651907
PF3D7_0216800	138.949204442834	7.61200740544829	424.25556448597	21.8292108853456	37.0348029606415
PF3D7_0216900	173.829945593524	2.93072556666795	293.962200709492	118.701397008393	2193.89923439706
PF3D7_0217000	14.2996066286882	2.18220078498132	1	11.4146054426728	1
PF3D7_0217100	2035.80967647842	123.989471348165	90.3133929861104	622.048944758497	1042.61788338918
PF3D7_0217300	23.6851100828073	27.727976326299	58.0974374748288	1	23.2316089015362
PF3D7_0217400	303.064394586604	158.434764155319	184.766980689985	206.072730155236	46.1801157445058
PF3D7_0217500	835.79249022776	38.5765449958907	7193.58453733702	819.122618026207	1762.57555201874
PF3D7_0217600	411.395528509775	434.431979332189	1089.45406661148	210.202053706338	156.458460254069
PF3D7_0217700	55.5673846620421	27.3984651813552	11.2792024563367	58.0481059671081	1
PF3D7_0217800	3324.26848819652	4903.33529869509	173.986293376252	1070.35066969694	537.376170529588
PF3D7_0217900	141.502367955146	87.1721423515464	142.601104895757	14.0123617436565	23.4794874676857
PF3D7_0218000	380.727801217289	35.9095873261459	58.8707657122605	330.10140645307	762.702452486472
PF3D7_0218100	11.0064391049303	1	39.6083351682046	730.900088290591	1
PF3D7_0218300	469.185626461618	195.272637237781	25.1478223813867	31.040653543893	71.1262272089762
PF3D7_0218400	51.4789253675812	292.751668101962	57.6137264650413	8.59364867225053	1
PF3D7_0218500	744.29767451764	812.510487692609	99.9038640091494	331.021808300299	20.1898063748537
PF3D7_0218700	710.062262920763	2691.57224263185	589.485456423994	241.00604094844	232.819975902489
PF3D7_0219200	2364.1952327136	5564.23593473182	865.146960452444	916.512611055644	496.50402566501
PF3D7_0219300	314.801132330369	18.7877359946156	29.6378642564007	132.485239811998	353.861488467283
PF3D7_0219400	478.229099320691	40.3207328950154	102.207828223547	1801.55678571308	14.8031940591053
PF3D7_0219600	454.004627404976	25.6347770989459	113.75446572985	68.1569835636026	1209.728773663
PF3D7_0219900	821.729023190631	2787.94999772801	1420.61714128496	316.287009386748	246.978210720724
PF3D7_0301800	193.453336218173	1640.68054843988	37.784041431295	163.489910193217	102.247440275697
PF3D7_0301900	157.664266538357	75.0811719772973	9.28468387286109	292.56717303412	79.0117428788644
PF3D7_0302000	1031.34683967968	2046.74047536138	224.251202864786	307.014054532984	36.2412798321532
PF3D7_0302100	319.385597353508	232.400441360834	82.2064874742753	162.397143462977	466.964910008844
PF3D7_0302700	189.061680617146	51.1112607407491	9.45322512129585	45.1125875926575	1
PF3D7_0302800	45.3907385772042	71.2665293612245	56.2219173365675	45.6986865934403	301.769061371116
PF3D7_0302900	976.868690102182	113.989788587931	512.785797993692	154.026783096463	457.504308442473
PF3D7_0303000	1805.38667607906	725.844596182926	229.060079397698	309.507474520905	615.944369231249
PF3D7_0303100	518.40717725951	590.158715305497	47.296517120119	470.591850836087	527.085027844102
PF3D7_0303200	1777.79607144733	652.61610044733	2114.53164113374	348.700631321628	813.547744881057
PF3D7_0303300	160.015678229841	187.056437336515	45.1371383703406	204.182722058952	31.4608730086204
PF3D7_0303400	132.177007203294	36.2088356945134	19.3384722278924	15.3200824836751	76.8379335131996
PF3D7_0303600	64.04634583946	9.4353309417737	3.15826561774958	1	1
PF3D7_0303700	758.41705430278	35.6090009652919	328.64665913883	471.793076980491	294.475323968078
PF3D7_0303800	212.670662941941	7.07049997862936	316.012365866853	76.9841916579359	114.688801660947
PF3D7_0303900	10.9305954931179	9.84901457373707	286.748340125763	2790.90383858756	57.2967967122671
PF3D7_0304100	40.2920598292651	36.414304461961	3157.39525347264	19522.3223164864	849.032967595892
PF3D7_0304200	8.4662988386922	54.026891237049	62.8456012616368	1	1
PF3D7_0304300	90.4838666816457	28.1933471801819	44.8827010051393	35.1075752924725	172.151791931917
PF3D7_0304400	1334.31446007253	2535.03169759195	99.755780613477	240.899206478838	283.875111339035
PF3D7_0304800	215.079838082248	57.8171855040559	24.668700009937	302.095562416265	202.663997155372
PF3D7_0304900	309.310711609095	503.367814033922	25.8407268016897	216.664958308503	41.6272852847973
PF3D7_0305000	266.379480973737	47.9575685105535	21.0473577902469	1	16.2160681679854
PF3D7_0305300	1292.9492346093	2031.93507197372	908.787598033648	380.898338241376	257.819529323954
PF3D7_0305400	156.657645837389	61.1176137175247	174.207891983251	71.6363863043706	35.5745600387235
PF3D7_0305500	453.181144519691	1067.76227748085	231.148523909904	414.277350879653	526.13967527695
PF3D7_0305600	1043.24787933682	53.1204021040242	213.781026058195	544.912394789315	1464.6786628573
PF3D7_0305700	1074.53632990481	371.476835927281	85.2252322752119	111.784508220741	165.427107985362
PF3D7_0305800	99.2724459671119	28.0793976229061	25.0808052922998	329.704023316278	3315.52873475697
PF3D7_0306000	37.7293454998181	4.24082897048031	83.1120535026903	11.999285046472	23.2316089015362
PF3D7_0306200	786.671130701667	232.354915196287	76.4718025259988	347.31464338703	206.710444445663
PF3D7_0306300	646.505424156941	89.3291810187881	74.4122705087626	646.386096139523	97.2120299653155
PF3D7_0306400	1783.24797576349	131.020728842732	932.860370443664	945.876709045097	271.54989312392
PF3D7_0306500	109.183252283981	16.6644060211974	40.5386699831842	59.6435130604716	1
PF3D7_0306600	448.398907761178	43.344538791163	86.4683772957801	195.824535447277	276.661053878294
PF3D7_0306700	98.7826625827775	53.2372752398571	82.3498637215334	47.8639531390502	23.2316089015362
PF3D7_0306800	1955.65819682506	516.408790466338	143.1507259802	313.028954238652	535.350856712711
PF3D7_0306900	643.471576823823	1424.69100746602	55.1268878630821	238.948205346129	140.974646902851
PF3D7_0307100	1362.34459971503	2611.48286292969	90.4540528348375	490.950152075357	163.977781195729
PF3D7_0307200	3670.25972580736	6136.58158218234	302.791226031085	783.607571373985	668.454210549173
PF3D7_0307300	13.4261548630773	28.9384322971646	1.74241805560711	695.342082910621	387.393291232521
PF3D7_0307400	397.815185559749	106.460660362033	261.622165398054	285.162723652616	118.417597975699
PF3D7_0307500	364.463031514872	16.2580225983125	199.521842509943	194.889978661339	20.1898063748537
PF3D7_0307700	1223.22466175444	54.3238754937845	1262.47487779762	1096.64682876879	2805.50373467543
PF3D7_0308000	195.327233115786	13.606816310075	19.2178544260051	33.2317319400937	125.62561647969
PF3D7_0308200	2603.68396561192	1134.30258865875	283.685612495488	523.560112074564	1103.2044506727
PF3D7_0308500	110.392189777557	61.3868062182819	5.00696644244482	8.59364867225053	1
PF3D7_0308600	32.4646285464739	11.4500720379845	5.0979401108746	1	1
PF3D7_0308700	3.68820121860153	1	515.779047282886	167.20157635295	56.5216256731997
PF3D7_0308800	306.216376822643	18.4869602400514	26.9733386859798	51.4348944726111	12.2397437338429
PF3D7_0308900	717.017104485627	632.72029425955	57.4179422661392	266.26487508994	227.662077345658
PF3D7_0309000	109.355509695697	28.6486378979069	27.7424123335648	461.34125465756	67.4278042471531
PF3D7_0309100	1	1	1	182.422349289742	1
PF3D7_0309300	99.7913337412471	138.33235124281	162.594836973992	41.4943671148899	62.976103627702
PF3D7_0309500	192.704064179553	237.584337252289	13.6864207199394	101.462043108633	96.0277398880533
PF3D7_0309600	4871.4882749129	10220.8772447157	1170.94951276179	1682.85583901008	1440.43506418301
PF3D7_0309800	121.837819398329	35.0185288334671	112.124387286866	80.9254715529937	28.6063881182106
PF3D7_0310000	267.010794817762	29.5023079695205	163.337191947735	648.380306234681	20.1898063748537
PF3D7_0310300	628.652900030914	782.064636692499	42.313230835061	493.339054260741	473.699478466043
PF3D7_0310400	1042.01892111634	49.2992393928746	515.619458689971	57.6883275143346	228.665639183077
PF3D7_0310600	401.789629929634	398.788315409148	114.597656647087	113.367749844753	138.908089451587
PF3D7_0310700	8.6568185988451	6.54016620498615	14.1034224287395	30.5003336824835	1
PF3D7_0310800	129.258919037104	95.2085303403506	187.974155544983	66.8563146297423	25.0015360983103
PF3D7_0311100	777.133277184021	411.285110141068	53.9696097778021	178.388537709942	179.852626272367
PF3D7_0311200	770.478885892157	201.760130834246	85.7182502873267	292.017773927714	391.737308278238
PF3D7_0311300	1248.9537448555	660.067829935729	178.059954954285	712.167782517255	1096.51817400302
PF3D7_0311500	13.6060004766702	18.3266539099927	1	1	1
PF3D7_0311600	500.291116642393	92.9792161986869	84.6685077312023	215.247146431787	43.4370981981843
PF3D7_0311800	2622.83992237502	162.914781041067	384.063406338904	1285.74262916915	635.122179832278
PF3D7_0311900	46.2351461042366	18.5843540375391	22.7429477972413	217.590722519598	120.632513661146
PF3D7_0312000	370.40137248997	37.4571262883069	15.266058395706	190.449636381797	1
PF3D7_0312100	296.245427384122	29.5398239799337	30.6062759202696	112.884819476367	23.5738729993905
PF3D7_0312200	424.87360036094	48.8013245887565	130.407101458709	983.959558211589	1859.23450578887
PF3D7_0312300	322.36493568406	95.5850238387409	27.7061964940505	243.37631931424	216.994719498869
PF3D7_0312500	372.013716359475	366.210000622734	1797.95868552843	121.759358972082	304.879867558665
PF3D7_0312800	757.845524280051	1885.90927718667	116.715484206323	239.755573834975	196.366185665186
PF3D7_0313100	1603.20481237903	503.915035859832	100.917037390467	296.739669879661	91.9169150802219
PF3D7_0313200	428.921266102901	72.1868094351768	36.7361739544256	261.9798890137	220.211701071207
PF3D7_0313300	141.541689490268	10.2575455353714	22.5680017026393	10.637439525067	36.2952362054767
PF3D7_0313400	1023.51273739988	938.624466607005	1005.82833455837	164.916797537559	209.305816359744
PF3D7_0313500	554.651024823651	307.714424960673	131.841275711409	146.373428113706	195.100188358764
PF3D7_0313600	27.1323121317359	6.18813975171414	428.891747599878	81.2301688881905	3368.97725323436
PF3D7_0313700	708.210402053291	63.6467747123861	45.6343861997822	223.211636858748	62.2511996264947
PF3D7_0313800	567.599166168779	41.4451073501692	28.9830565927451	411.437969330348	98.585008414804
PF3D7_0313900	85.9962334489063	53.1510658740881	93.1608088493775	67.7845799838288	140.540894193225
PF3D7_0314000	571.817348662454	159.829530396804	250.521349668846	434.04561014268	162.341678752169
PF3D7_0314200	67.3012137050738	23.2809827619066	43.5951235740018	161.149765025088	1513.43944875348
PF3D7_0314400	8.85951388601148	9.79037424011936	6.36365586783952	1	1
PF3D7_0314500	79.1479463809223	375.368606158879	22.5483527437522	49.2931099197571	1
PF3D7_0314600	628.442085759061	994.76813575738	485.678197050496	378.344268352261	625.449354758479
PF3D7_0315000	378.617175818185	27.9795045282141	17.7821105260946	187.939306640763	252.964289605141
PF3D7_0315100	27.6591320082813	35.5076114427611	4.96188665042293	1	1
PF3D7_0315200	1.93774850335339	1	1	8.59364867225053	1
PF3D7_0315300	348.827799994532	85.856150298143	77.1186935701663	90.1255575527538	1806.06809494813
PF3D7_0315400	264.196544091066	124.052605383072	50.7430850500188	30.6480418073399	26.1861615964149
PF3D7_0315500	447.41272534342	37.1997172593244	35.6897269063375	268.648456577197	731.747757850452
PF3D7_0315700	284.833234299665	162.594325976152	450.892241718991	3250.54155403327	131.779969301459
PF3D7_0315900	8.75753174432846	7.87375501108089	39.2588328579965	12.3917273276147	1
PF3D7_0316100	355.618474548178	76.5798000998283	27.1313762744458	193.634409925838	81.9721773820825
PF3D7_0316300	190.448674258665	41.9682960281818	12.8020485292489	71.7995306635747	633.974995153241
PF3D7_0316400	809.637307389535	76.9114273429885	478.391089647677	344.325099030283	551.598761804933
PF3D7_0316500	313.210876503847	21.0495103666338	592.580554645739	343.223403287168	732.796385175374
PF3D7_0316600	69.1658738609193	11.9063461448699	24.6963039027961	25.9001003103412	1
PF3D7_0316700	224.447543594753	29.8953579257007	48.0372258364344	50.6176578019998	171.334975035807
PF3D7_0316900	671.412164660587	634.497417985557	1103.91996649383	761.666548090523	219.146086720968
PF3D7_0317000	1058.03896802846	155.258670931192	260.927078294889	213.16069103861	364.841806679402
PF3D7_0317100	81.457880563312	7.85371027838599	3.36160967315322	13.1290040874744	31.6927350296185
PF3D7_0317200	303.113881158213	10.6050344755632	290.586931896017	291.779933791773	48.8666201585024
PF3D7_0317500	680.600571619607	118.346738517295	715.440947438704	217.415972416342	1250.0267699016
PF3D7_0317700	356.169208084346	100.32791600829	407.22725401248	282.323192551872	1000.29796477315
PF3D7_0317800	226.722321840263	50.0918242146723	18.4087488251932	1	1
PF3D7_0317900	221.521478523733	24.9958900585665	10.7087345398838	27.9356608638047	23.4794874676857
PF3D7_0318100	347.550588681743	587.467439168389	24.4113010423083	70.8163636645769	147.725549826972
PF3D7_0318300	248.383505996612	125.893151860867	24.0889702593667	39.1927468924578	100.870168780585
PF3D7_0318400	10.3466583426933	10.9212792711245	7.47479685324873	178.538441580673	8474.05113505441
PF3D7_0318600	387.564645326123	132.86392856565	50.303938596776	263.944773577393	35.2728605318405
PF3D7_0318800	320.382577824403	57.1635184383093	31.6287437514995	317.678546418358	37.5648865108901
PF3D7_0318900	317.221130889547	146.690688410793	49.6596222624625	34.3671527090868	52.7370721990843
PF3D7_0319000	437.359799796929	41.1649278999609	99.5058716886348	555.112264900495	251.313771312922
PF3D7_0319100	265.344164194476	31.9199253540444	10.6579818101521	178.321836995601	109.921635704634
PF3D7_0319200	1116.21190072997	2655.52757135603	113.93661186591	237.137163873258	72.9079363962346
PF3D7_0319500	180.192189736166	61.3758376830879	18.3234368884683	57.519311977291	12.2397437338429
PF3D7_0319800	27.2911742514149	5.31769265259311	9.21782223719719	275.855734948759	112.628024891829
PF3D7_0319900	121.799691665607	3.93375579416769	50.4689018169329	91.4870104796542	1
PF3D7_0320000	317.839519771104	90.2030414141909	119.57300342847	831.285005275105	1572.35696105942
PF3D7_0320100	247.959644611786	81.7009464289603	263.114776197349	92.1390604032979	74.5879524548747
PF3D7_0320400	297.335942927985	84.2481861101281	20.4206120166791	14.0123617436565	229.362542095182
PF3D7_0320500	215.644943226456	6098.66486688355	687.535874943404	1338.74680921484	26.8685360995421
PF3D7_0320600	143.002724592295	18.4588299941853	59.3002046932161	253.110631873669	343.810972292328
PF3D7_0320700	59.7560930610439	13.764384235813	6.96733192472074	14.0123617436565	20.1898063748537
